net,length_um
_01560_,49.38
_01519_,49.37
_02905_,49.36
_04573_,49.36
_00651_,49.28
_01574_,49.26
_02359_,49.08
_04210_,49.06
_04279_,49.06
_01804_,49.02
_01165_,48.98
_02891_,48.98
_01254_,48.9
_00637_,48.88
_03567_,48.82
_04117_,48.8
_02528_,48.78
_01875_,48.62
_02760_,48.6
_01825_,48.58
_00717_,48.54
_05248_,48.5
_05529_,48.5
_01117_,48.48
_03043_,48.475
_05455_,48.46
net244,48.44
_01349_,48.42
_05518_,48.4
_02253_,48.39
_04307_,48.38
_02028_,48.32
_03049_,48.28
_01478_,48.14
_01133_,47.92
_05085_,47.9
_05478_,47.9
_01984_,47.82
_04312_,47.78
_04597_,47.76
_00124_,47.64
_04644_,47.64
_05479_,47.62
_05604_,47.62
_00909_,47.54
_01406_,47.43
_04006_,47.34
_01107_,47.32
_04463_,47.32
_02608_,47.24
_01843_,47.22
_03601_,47.21
_01092_,47.2
_00804_,47.18
_00388_,47.1
_05178_,47.08
_04176_,47.04
_00333_,47.02
_04387_,47.02
_03193_,47
_01457_,46.98
_02218_,46.98
_02887_,46.98
_04354_,46.98
_00735_,46.96
_00536_,46.94
_00557_,46.94
_04451_,46.94
_03920_,46.9
_00946_,46.86
_00992_,46.8
_01115_,46.76
_00113_,46.68
_01817_,46.68
_01649_,46.64
_01407_,46.6
_04383_,46.44
_02106_,46.42
_03369_,46.34
_01440_,46.3
_03891_,46.28
_03146_,46.22
_01390_,46.2
_01842_,46.18
_00131_,46.08
_00582_,46.06
_05558_,46.04
_02937_,46.02
_01940_,46
_03259_,46
_02782_,45.94
_04219_,45.885
_04331_,45.84
_05091_,45.84
_00210_,45.82
_00501_,45.8
_01129_,45.8
_01016_,45.68
_01138_,45.64
_03663_,45.64
_01578_,45.62
_04871_,45.6
_01285_,45.58
net126,45.56
_04319_,45.46
_02062_,45.4
_02455_,45.36
_04525_,45.36
_04758_,45.26
_05105_,45.26
_04360_,45.24
_03485_,45.205
_02750_,45.2
_04019_,45.16
_02901_,45.14
_04169_,45.14
_03465_,45.06
_04533_,45.04
_03512_,45.005
_01025_,44.98
_02116_,44.98
_00260_,44.94
_01113_,44.86
_02067_,44.86
_05665_,44.84
_03772_,44.835
_04643_,44.76
_03028_,44.72
_03644_,44.66
_05326_,44.42
_04265_,44.3
_05547_,44.24
_00279_,44.18
_02853_,44.16
_03586_,44.1
_04502_,44.09
_04111_,44.04
_04957_,44.04
_04365_,43.92
_05501_,43.915
_03766_,43.9
_03769_,43.88
_03519_,43.84
_05005_,43.84
_04263_,43.8
_04847_,43.8
_03095_,43.77
_00322_,43.76
_02793_,43.76
_04423_,43.76
_01166_,43.74
_00013_,43.68
net190,43.66
_04994_,43.64
_00341_,43.61
_02015_,43.48
_05007_,43.46
_04234_,43.44
_04161_,43.42
_05503_,43.42
_05257_,43.38
_03724_,43.3
_05520_,43.27
_01894_,43.24
_05090_,43.16
_05401_,43.16
_03862_,43.15
_02915_,43.1
_03584_,43.06
_04598_,43.06
_03980_,42.98
_05628_,42.98
_00121_,42.96
_01473_,42.96
_04507_,42.9
_02426_,42.88
_02717_,42.88
_03225_,42.88
_04339_,42.8
_04702_,42.78
_00570_,42.75
_05138_,42.68
_03604_,42.66
_00731_,42.655
net274,42.64
_01531_,42.6
_03486_,42.54
_02585_,42.43
_01011_,42.4
_02783_,42.38
_03915_,42.36
_04559_,42.34
_04826_,42.32
_04527_,42.3
_04793_,42.3
_04005_,42.28
_04124_,42.22
_00996_,42.18
_04624_,42.18
_03940_,42.16
_01333_,42.12
_01966_,42.08
_05450_,42.06
_05183_,42.02
_03194_,42
_02164_,41.98
_00503_,41.94
_03820_,41.94
_01010_,41.91
_00530_,41.9
_05102_,41.78
_03959_,41.68
_00331_,41.66
_02145_,41.66
_02780_,41.66
_03344_,41.58
_00543_,41.54
_03299_,41.52
_04787_,41.5
_04681_,41.48
_03192_,41.44
_05513_,41.42
_02545_,41.41
_01879_,41.4
_04580_,41.34
_03415_,41.3
_01429_,41.28
_04190_,41.23
_01845_,41.16
_03328_,41.12
_05306_,41.12
_00010_,41.08
_03464_,41.04
_04845_,41.04
_03550_,41.025
_00809_,41.02
_02575_,40.96
_01366_,40.9
_02042_,40.9
_02220_,40.9
_04868_,40.685
_02808_,40.66
_03761_,40.66
_01796_,40.64
_01176_,40.62
_04521_,40.61
_01818_,40.58
_01035_,40.515
_02416_,40.48
_01577_,40.42
_05348_,40.4
_05516_,40.4
_01529_,40.38
_01828_,40.38
_01320_,40.37
_01474_,40.32
_04102_,40.32
_04143_,40.28
_01292_,40.255
_03585_,40.235
_02739_,40.2
_04731_,40.12
_04421_,40.095
_00381_,40.06
_03181_,40.06
_01787_,40.04
_01305_,40.02
_00453_,40
_02603_,40
_04317_,40
_04399_,39.98
_01913_,39.92
_00209_,39.91
_04523_,39.9
_05044_,39.88
_04497_,39.86
_05035_,39.855
_00733_,39.84
_04621_,39.82
_01290_,39.8
_00514_,39.78
_01596_,39.72
_01834_,39.67
_00198_,39.62
_00728_,39.6
_04278_,39.6
_02926_,39.56
_00506_,39.54
_00161_,39.52
_00769_,39.52
_02014_,39.5
_03721_,39.44
_00024_,39.42
_03798_,39.38
_04687_,39.38
_04436_,39.34
_01735_,39.31
_00862_,39.29
_00652_,39.28
_03552_,39.28
_01642_,39.26
_04650_,39.24
_04294_,39.2
_01296_,39.18
_01638_,39.1
_04500_,39.04
_03789_,39.005
_01911_,39
_04836_,39
_00126_,38.98
_03251_,38.98
_04321_,38.98
_05560_,38.975
_01012_,38.95
_04131_,38.915
net317,38.84
_02663_,38.82
net284,38.82
_03548_,38.8
_03723_,38.8
_04427_,38.775
_03407_,38.74
_00112_,38.72
_01485_,38.62
_03214_,38.62
_00316_,38.6
_04823_,38.58
_03653_,38.56
_03806_,38.56
_01568_,38.5
_03104_,38.5
_05316_,38.5
_00117_,38.46
_04277_,38.46
_01947_,38.44
_02872_,38.42
_03329_,38.42
_04274_,38.4
_02685_,38.38
_05283_,38.38
_01727_,38.37
_04503_,38.34
_03928_,38.32
_04218_,38.32
_02848_,38.3
_04538_,38.3
_03497_,38.28
_05355_,38.28
_02087_,38.26
_02778_,38.26
_04382_,38.26
_01324_,38.24
_00858_,38.22
_03543_,38.22
_04113_,38.22
_01691_,38.2
_00864_,38.16
_03257_,38.16
_00413_,38.12
_01880_,38.12
_01895_,38.08
_00587_,38.06
_03622_,38.025
_05059_,37.94
_01496_,37.9
_04783_,37.88
_02885_,37.86
_00859_,37.84
_04608_,37.84
_00555_,37.82
_05537_,37.82
_02604_,37.795
_01158_,37.72
_03469_,37.72
_03529_,37.71
_01715_,37.69
_05433_,37.68
_05572_,37.68
_03175_,37.58
_00007_,37.56
_03048_,37.56
_00221_,37.54
_05591_,37.54
_05694_,37.54
_00535_,37.5
_02998_,37.495
_03528_,37.46
_04444_,37.46
_00806_,37.385
_00217_,37.38
_01314_,37.36
_01745_,37.36
_01933_,37.36
_03884_,37.34
_05667_,37.34
_01688_,37.28
_01634_,37.26
_00140_,37.24
_05487_,37.24
_02340_,37.22
_04640_,37.2
_02280_,37.12
_02435_,37.1
_05369_,37.1
_04087_,37.06
_00592_,37.02
_03383_,37.02
_00585_,36.94
_02115_,36.94
_03646_,36.94
_04080_,36.94
_04700_,36.88
_02784_,36.87
_01126_,36.84
_01608_,36.82
_00956_,36.78
_03007_,36.77
_01482_,36.76
_03283_,36.76
_05001_,36.73
_04675_,36.66
_01695_,36.65
_01175_,36.64
_02103_,36.56
_00520_,36.495
_04666_,36.42
net322,36.42
_00746_,36.4
_01372_,36.4
_03899_,36.38
_04000_,36.38
_03428_,36.36
_01870_,36.28
_02515_,36.26
_04562_,36.24
_01156_,36.225
_04501_,36.18
_00159_,36.1
_01401_,36.08
_02744_,36.08
_02298_,36.06
_03608_,36.06
_00449_,36.02
_03050_,36.02
_04980_,36.02
_05195_,36.02
_04651_,36
_00936_,35.96
_03655_,35.94
_00162_,35.92
_02244_,35.92
_03973_,35.885
_04510_,35.88
_03595_,35.84
_00020_,35.82
_02693_,35.76
_03148_,35.74
_03774_,35.725
_00789_,35.72
_01003_,35.68
_04755_,35.68
_02716_,35.66
_04610_,35.62
_05588_,35.56
_02130_,35.54
_00451_,35.5
_04089_,35.46
_05432_,35.46
_01316_,35.38
_01521_,35.38
_05505_,35.38
_02123_,35.37
_01557_,35.36
_04972_,35.34
_01822_,35.32
_01461_,35.31
_04009_,35.31
_00741_,35.3
_02277_,35.26
_03906_,35.26
_04174_,35.24
_01120_,35.22
_01507_,35.22
_04707_,35.22
_01369_,35.2
_02910_,35.2
_05294_,35.2
_01295_,35.16
_04734_,35.16
_02775_,35.14
_03886_,35.14
_01928_,35.12
_01044_,35.08
_03853_,35.07
net218,35.05
_02824_,35.02
_03613_,35.02
_01689_,35
_01535_,34.96
_05565_,34.94
_00460_,34.92
_00736_,34.92
_05004_,34.91
_04172_,34.9
_00261_,34.89
_02540_,34.88
_05362_,34.86
_00672_,34.72
_03008_,34.72
_04949_,34.72
_00943_,34.7
_02347_,34.7
_01633_,34.68
_02882_,34.66
_03592_,34.66
_01622_,34.64
_03226_,34.64
_05634_,34.64
_01307_,34.63
_05605_,34.62
_01089_,34.54
_01585_,34.51
_01381_,34.42
_00901_,34.4
_02339_,34.4
_00920_,34.36
_05633_,34.34
_01971_,34.32
_03687_,34.32
_04513_,34.32
_02026_,34.3
_05079_,34.3
_01013_,34.295
_00811_,34.26
_02386_,34.26
_03969_,34.26
_04722_,34.25
_05209_,34.24
_03300_,34.2
_01444_,34.18
_05010_,34.18
_04252_,34.14
_03935_,34.1
_00302_,34.08
_02819_,34.06
_02928_,33.99
_03442_,33.96
_04334_,33.96
_04476_,33.96
_03631_,33.94
_00315_,33.93
_04693_,33.915
_00002_,33.9
_01538_,33.9
_04453_,33.9
_03919_,33.88
_04673_,33.88
_04952_,33.88
_05347_,33.88
_00335_,33.87
_03851_,33.84
_00645_,33.82
_03157_,33.8
_00111_,33.76
_01451_,33.76
_03633_,33.76
_01230_,33.68
_05357_,33.68
_05365_,33.68
_05493_,33.66
_04965_,33.64
_03312_,33.6
_05653_,33.6
net197,33.6
_02735_,33.56
_01541_,33.52
_02027_,33.5
_04267_,33.5
_04616_,33.5
_00065_,33.48
_05143_,33.46
_05674_,33.46
_00653_,33.44
_01308_,33.34
_02797_,33.34
_01710_,33.3
_02841_,33.295
_03859_,33.26
_01650_,33.22
_03303_,33.2
_00383_,33.18
_04677_,33.18
_05048_,33.18
_05669_,33.16
_03536_,33.14
_00632_,33.12
_04966_,33.12
_01882_,33.08
_00928_,33.06
_05379_,33.06
_01264_,33.02
_03298_,32.98
_05023_,32.96
_02005_,32.94
_05134_,32.92
_05227_,32.9
_00599_,32.88
_01641_,32.875
_01106_,32.84
_04554_,32.84
_04627_,32.83
_00673_,32.82
_03651_,32.82
_00958_,32.76
_04230_,32.74
_04796_,32.74
_04799_,32.72
_04425_,32.69
_00417_,32.68
_03564_,32.65
_01244_,32.62
_00018_,32.61
_03232_,32.58
_02563_,32.56
_00107_,32.51
_01334_,32.5
_05475_,32.5
_04412_,32.44
_05602_,32.42
_05661_,32.4
_01362_,32.38
_01536_,32.38
_00993_,32.36
_02437_,32.36
_02678_,32.34
_00596_,32.32
_01831_,32.3
_04418_,32.26
_04164_,32.16
_04405_,32.16
_04099_,32.15
_01905_,32.14
_04606_,32.14
_04754_,32.14
_00014_,32.12
_01265_,32.1
_02013_,32.1
_02092_,32.08
_03342_,32.08
_01213_,32.06
_05415_,32.06
_05435_,32.04
_03245_,32.02
_00628_,32
_03278_,31.99
_04345_,31.975
_02022_,31.94
_03904_,31.92
_04659_,31.92
_04686_,31.92
net222,31.91
_04068_,31.9
_02599_,31.86
_02992_,31.85
_02407_,31.84
_00715_,31.8
_05368_,31.8
net198,31.78
_04588_,31.76
_02918_,31.74
_03134_,31.71
_04791_,31.7
_05439_,31.7
_03861_,31.68
_00988_,31.66
_04974_,31.66
net211,31.63
_04807_,31.62
_04986_,31.62
_05562_,31.6
_04052_,31.58
_01584_,31.54
_00905_,31.52
_00941_,31.52
_00720_,31.46
_01514_,31.46
_00527_,31.42
_01652_,31.41
_00118_,31.4
_00583_,31.34
_04576_,31.34
_04765_,31.32
_00363_,31.24
_02938_,31.24
_04355_,31.24
_01532_,31.22
_05176_,31.22
_01380_,31.2
net193,31.2
_00663_,31.18
_04614_,31.165
_00290_,31.16
_03014_,31.14
_05394_,31.14
_00719_,31.1
_01660_,31.1
_00251_,31.04
_01526_,31
_05353_,30.985
_04291_,30.98
_01989_,30.935
_00225_,30.92
_03076_,30.92
_02888_,30.88
_03356_,30.88
_05224_,30.88
_03778_,30.82
_02619_,30.78
_04327_,30.78
net201,30.78
_01076_,30.74
_02771_,30.74
_01665_,30.72
_01030_,30.7
_03722_,30.62
_01330_,30.6
_04769_,30.6
_05312_,30.6
_01917_,30.585
_04384_,30.58
_04484_,30.58
_05437_,30.58
_02012_,30.57
_00524_,30.48
_02144_,30.48
_00990_,30.46
_01361_,30.46
_02814_,30.44
_05157_,30.43
_00338_,30.42
_03931_,30.42
_03661_,30.36
_01122_,30.34
_03730_,30.34
_04292_,30.3
_01969_,30.28
_02788_,30.28
_03392_,30.28
_03745_,30.28
_03982_,30.28
_04311_,30.28
_04343_,30.22
_03029_,30.2
_03103_,30.2
_05617_,30.2
_05480_,30.16
_00264_,30.155
_01556_,30.06
_04529_,30.06
_00475_,30.02
_04928_,30
_03126_,29.98
_04413_,29.98
_04432_,29.98
_04508_,29.96
net242,29.92
_04244_,29.91
_03020_,29.88
_04816_,29.86
_01593_,29.85
_01579_,29.84
_00922_,29.81
_00505_,29.78
_01810_,29.78
_03642_,29.78
_00280_,29.76
_00457_,29.74
_01511_,29.74
_01561_,29.74
_03082_,29.74
_02907_,29.7
_03838_,29.7
_03908_,29.7
_02180_,29.66
_02344_,29.66
_04103_,29.655
_01635_,29.62
_00867_,29.6
_03286_,29.6
_04498_,29.6
_04745_,29.58
_04828_,29.5
_05116_,29.5
net343,29.5
_01839_,29.48
_00309_,29.46
_04679_,29.4
_00469_,29.38
_01319_,29.38
_05063_,29.38
_01614_,29.36
_05402_,29.36
_00132_,29.34
_01492_,29.34
_02308_,29.34
_01487_,29.32
_03304_,29.31
_00997_,29.3
_00872_,29.24
_01877_,29.2
_05601_,29.2
_02519_,29.18
_02394_,29.16
_01267_,29.14
_02202_,29.14
_00066_,29.08
_04434_,29.08
_00631_,29.02
_03689_,29.02
_03281_,29
_04925_,28.98
_00714_,28.96
_02687_,28.96
_04540_,28.96
_05246_,28.96
_05504_,28.96
_00448_,28.94
_02558_,28.94
_01968_,28.9
_02562_,28.9
_02456_,28.88
_03546_,28.88
_00256_,28.86
_00500_,28.86
_01554_,28.86
_03729_,28.835
_01636_,28.82
_01873_,28.82
_01956_,28.82
_03067_,28.78
_02309_,28.76
_03093_,28.74
_04020_,28.74
_01524_,28.73
_03557_,28.72
_01341_,28.7
_03842_,28.69
_00584_,28.68
_01275_,28.66
_04776_,28.66
_05614_,28.66
_01190_,28.6
_00418_,28.5
_03710_,28.5
_02162_,28.48
_04060_,28.48
_00281_,28.46
_01711_,28.46
_01881_,28.455
_03472_,28.44
_04815_,28.44
_05660_,28.44
_00245_,28.42
_02291_,28.42
_00616_,28.4
_00861_,28.4
_01812_,28.4
_03938_,28.4
_05473_,28.4
_03182_,28.38
_02625_,28.36
_03937_,28.36
_04506_,28.36
_00722_,28.32
_02684_,28.32
_02549_,28.28
_01479_,28.26
_02479_,28.26
_01867_,28.24
_02264_,28.235
_01477_,28.2
_02605_,28.2
_03829_,28.18
_01017_,28.16
_04714_,28.16
_02752_,28.12
_01472_,28.1
_01936_,28.1
_04017_,28.1
_00916_,28.08
_05259_,28.08
_02439_,28.06
_02486_,28.06
_01712_,28.05
_00729_,28.04
_02006_,28.02
_03431_,28.02
_00134_,28
_01207_,28
_03841_,27.98
_04948_,27.98
_02019_,27.96
_02334_,27.96
_03876_,27.96
_01268_,27.92
_05508_,27.92
_00659_,27.9
_02016_,27.9
_04760_,27.9
_02402_,27.88
_01601_,27.845
_03461_,27.84
_00303_,27.82
_04276_,27.82
_03280_,27.74
_03944_,27.74
_02379_,27.72
_00163_,27.7
_00948_,27.68
_03196_,27.66
_01509_,27.64
_01066_,27.62
_04208_,27.62
_03034_,27.6
_00935_,27.58
_01920_,27.58
_04340_,27.58
_05099_,27.58
_02352_,27.56
_04198_,27.56
_02329_,27.52
_03873_,27.52
_02622_,27.5
_04479_,27.48
_05101_,27.48
_03063_,27.44
_05396_,27.44
_00404_,27.38
_00405_,27.38
_03719_,27.32
_04955_,27.32
_01926_,27.3
_02453_,27.3
_03742_,27.3
_05438_,27.3
_03575_,27.28
_05594_,27.28
_04416_,27.24
_00486_,27.2
_00215_,27.18
_00677_,27.18
_03260_,27.16
_04430_,27.12
_02659_,27.08
_03941_,27.08
_04704_,27.08
_04241_,27.04
_01754_,27.02
_02849_,27.02
_01297_,27
_01427_,27
_02656_,27
_00479_,26.98
_00638_,26.98
_02150_,26.98
_02507_,26.98
_04094_,26.98
_05278_,26.98
_00648_,26.95
_04570_,26.94
_00930_,26.92
_00190_,26.9
_02950_,26.9
_05564_,26.89
_04225_,26.88
_00477_,26.86
_05611_,26.79
_00174_,26.78
_01323_,26.78
_01613_,26.76
_02429_,26.76
_03025_,26.74
_03971_,26.73
_03527_,26.72
_04465_,26.7
_05146_,26.7
_04141_,26.68
_05158_,26.68
_03992_,26.66
_00838_,26.64
_00860_,26.64
_02988_,26.64
_00820_,26.62
_05651_,26.62
_02564_,26.61
_00227_,26.6
_01692_,26.6
_02736_,26.6
_04358_,26.6
_05632_,26.6
_01468_,26.58
_04504_,26.58
_00001_,26.56
_01723_,26.56
_05352_,26.53
_03787_,26.51
_03526_,26.48
_04457_,26.48
_04236_,26.465
_02076_,26.42
_02261_,26.42
_03822_,26.4
_03624_,26.36
_01151_,26.34
_04814_,26.31
_02805_,26.28
_02987_,26.28
_05400_,26.28
_00213_,26.26
_00971_,26.26
_02290_,26.24
_02111_,26.23
_01306_,26.22
_02994_,26.22
_04469_,26.18
_01629_,26.14
_03496_,26.14
_03657_,26.14
_04371_,26.14
_05221_,26.14
_01210_,26.11
_00629_,26.04
_05408_,26.04
_03671_,26.02
_04028_,26.02
_04631_,25.98
_04572_,25.94
_04853_,25.94
_03799_,25.92
_01024_,25.9
_03331_,25.9
_05130_,25.88
_00566_,25.86
_01204_,25.86
_03078_,25.86
_03409_,25.86
_04297_,25.86
_02774_,25.84
_03123_,25.84
_01970_,25.82
_03475_,25.82
_04458_,25.82
_04662_,25.8
_00466_,25.78
_00166_,25.76
_02417_,25.74
_03032_,25.735
_03880_,25.72
_04192_,25.72
_03499_,25.68
_01348_,25.64
_01368_,25.63
_01162_,25.58
_03553_,25.555
_03963_,25.55
_03106_,25.54
_04415_,25.54
_02873_,25.52
_03420_,25.52
_02119_,25.5
_01859_,25.48
_02871_,25.48
_04153_,25.48
_03922_,25.46
_01797_,25.455
net226,25.43
_01239_,25.42
_01498_,25.42
_02056_,25.42
_03180_,25.4
_05629_,25.4
_02781_,25.39
_01954_,25.38
_05110_,25.38
_00196_,25.36
_00502_,25.36
_01152_,25.36
_04031_,25.36
_02468_,25.34
_01263_,25.32
_01450_,25.315
_02647_,25.3
_02153_,25.295
_01471_,25.26
_05403_,25.235
_04625_,25.22
_05360_,25.2
_00766_,25.18
_01539_,25.18
_04246_,25.14
_04999_,25.14
_05670_,25.13
_01443_,25.12
_02097_,25.12
_02505_,25.1
_04084_,25.1
_05142_,25.09
_03514_,25.08
_05066_,25.08
net231,25.065
_03817_,25.03
_00452_,25
_04188_,25
_03902_,24.98
_01433_,24.96
_01547_,24.96
_01409_,24.94
_02867_,24.94
_00640_,24.92
_01068_,24.92
_03402_,24.92
_03792_,24.92
_04318_,24.92
_03292_,24.9
_04023_,24.9
_05186_,24.9
_01223_,24.88
_05139_,24.88
_02538_,24.875
_00721_,24.86
_01975_,24.84
_04569_,24.84
_05069_,24.84
_00212_,24.8
_01374_,24.8
_01445_,24.78
_04303_,24.76
_01504_,24.72
_03518_,24.72
_04696_,24.71
_00973_,24.7
_02235_,24.68
_02348_,24.68
_01412_,24.66
_01161_,24.64
_02874_,24.64
_04409_,24.64
_04442_,24.64
_05314_,24.64
_01488_,24.62
_03199_,24.6
_00266_,24.56
_01476_,24.56
_05359_,24.56
_05056_,24.555
_02807_,24.5
_04081_,24.5
_04180_,24.5
_01599_,24.48
_02823_,24.48
_00468_,24.46
_00726_,24.46
_04905_,24.46
_04915_,24.46
_01188_,24.44
_02489_,24.42
_04332_,24.4
_02148_,24.38
_05213_,24.38
_02200_,24.36
_03384_,24.36
_04410_,24.36
_02433_,24.34
_05630_,24.32
_00214_,24.3
_03988_,24.3
_00325_,24.28
_04788_,24.28
_00382_,24.26
_00696_,24.26
_01143_,24.26
_03656_,24.24
_00011_,24.22
_03419_,24.22
_04690_,24.22
_04630_,24.2
_04466_,24.18
_00246_,24.16
_03270_,24.16
_01157_,24.12
_01072_,24.1
_01630_,24.1
_01618_,24.085
_03629_,24.08
_03821_,24.08
_00307_,24.06
_00326_,24.06
_01811_,24.06
_02198_,24.06
_02312_,24.06
_05194_,24.06
_05385_,24.06
_02908_,24.05
_05068_,24.05
_02207_,24.04
_05076_,24.04
_03150_,24.02
_05202_,24.02
_05507_,24.02
_01160_,24
_03403_,24
_01402_,23.98
_02114_,23.98
_05095_,23.98
_05517_,23.98
net183,23.98
_00022_,23.96
_04568_,23.96
_00386_,23.94
_03264_,23.94
_03481_,23.94
_03547_,23.94
_00127_,23.92
_03129_,23.915
_05274_,23.915
_01462_,23.88
_03837_,23.88
_04393_,23.88
_04474_,23.88
_05595_,23.88
_04611_,23.87
_01631_,23.86
_01713_,23.84
_03202_,23.84
_00926_,23.81
_00369_,23.8
_01994_,23.8
_04245_,23.8
_04876_,23.78
_00961_,23.76
_04475_,23.76
_00054_,23.74
_02679_,23.74
_02875_,23.74
_03125_,23.74
_03473_,23.74
_04184_,23.74
_05192_,23.74
_00634_,23.72
_03434_,23.72
_00021_,23.7
_00370_,23.7
_01130_,23.7
_00481_,23.68
_05664_,23.68
_01198_,23.66
_05404_,23.66
_01428_,23.64
_01527_,23.64
_03868_,23.64
_00705_,23.62
_02485_,23.62
_01237_,23.6
_02018_,23.6
_02077_,23.6
_02694_,23.6
_05043_,23.6
_00336_,23.58
_01914_,23.58
_00697_,23.56
_01546_,23.54
_01919_,23.54
_02979_,23.54
_03903_,23.54
_05170_,23.54
_01271_,23.52
_02792_,23.52
_00012_,23.5
_00027_,23.5
_00576_,23.5
_03142_,23.5
_04665_,23.5
_03544_,23.48
_00455_,23.46
_01422_,23.46
_01653_,23.46
_02341_,23.46
_02470_,23.46
_05606_,23.44
_02811_,23.42
_03551_,23.42
_04109_,23.42
_04595_,23.4
_04637_,23.38
_04757_,23.38
_05663_,23.31
_04932_,23.3
_04356_,23.29
_01537_,23.28
_04603_,23.28
_05229_,23.28
net215,23.28
_05521_,23.26
_00420_,23.24
_01774_,23.24
_04592_,23.24
_02822_,23.22
_04473_,23.22
_05592_,23.22
_02633_,23.2
_01312_,23.18
_03118_,23.18
_05106_,23.18
_05600_,23.18
net203,23.18
_02631_,23.17
_00459_,23.16
_05112_,23.16
_00550_,23.12
_01833_,23.12
_04273_,23.12
_02711_,23.1
_01847_,23.08
_02691_,23.08
_01897_,23.06
_03825_,23.06
_04290_,23.06
_05155_,23.06
_00772_,23.04
_02293_,23.04
_03542_,23.04
_01784_,23.02
_02956_,23.02
_04194_,23.02
_02011_,23
_03390_,23
_03606_,23
_00701_,22.98
_03443_,22.98
_03561_,22.98
_04660_,22.97
_00123_,22.94
_02211_,22.94
_04574_,22.94
_01615_,22.92
_03993_,22.92
_03683_,22.9
_00312_,22.88
_05375_,22.88
_03291_,22.87
_02527_,22.86
_05608_,22.84
_03647_,22.83
_01418_,22.82
_02414_,22.82
_02520_,22.82
_03591_,22.8
_04751_,22.8
_04697_,22.795
_00788_,22.76
_02896_,22.76
_05648_,22.76
_02498_,22.75
_00910_,22.74
_02260_,22.74
_04782_,22.74
_00144_,22.72
_01757_,22.72
_01413_,22.68
_00744_,22.66
_01153_,22.66
_02863_,22.66
_03759_,22.66
_01184_,22.64
_04492_,22.64
_05214_,22.64
_05270_,22.64
_02460_,22.6
_04066_,22.58
_04368_,22.58
_05457_,22.58
_00999_,22.56
_02240_,22.54
_02924_,22.54
_01077_,22.52
_02017_,22.52
_02389_,22.52
_03779_,22.505
_02201_,22.5
_03370_,22.5
_03558_,22.5
_03753_,22.5
_04051_,22.5
_02140_,22.48
_00136_,22.46
_01370_,22.46
_02552_,22.46
_01923_,22.44
_03023_,22.44
_01657_,22.43
_03846_,22.42
_02391_,22.4
_03371_,22.38
_03760_,22.34
_04471_,22.34
_01835_,22.32
_02472_,22.32
_03580_,22.31
_00734_,22.3
_01116_,22.3
_01872_,22.3
_04516_,22.3
_00947_,22.29
_01178_,22.28
_03691_,22.26
_01121_,22.24
_02258_,22.24
_02425_,22.24
_02844_,22.24
_02336_,22.22
_03455_,22.22
_01570_,22.21
_02977_,22.2
_03643_,22.195
_01776_,22.18
_02025_,22.18
_02143_,22.18
_00522_,22.165
_02982_,22.16
_00703_,22.14
_01758_,22.14
_02313_,22.14
_03149_,22.14
_03462_,22.12
_00201_,22.1
_01639_,22.1
_05678_,22.1
net266,22.095
_00359_,22.08
_01090_,22.08
_01773_,22.08
_03962_,22.08
_01102_,22.06
_03218_,22.06
_00257_,22.04
_02215_,22.04
_05107_,22.035
_04363_,22.02
_04653_,22.02
mcand[24],22.02
_00791_,22
_00964_,22
_03261_,22
_03860_,22
_00713_,21.995
_03141_,21.98
_03362_,21.98
_00880_,21.96
_00911_,21.96
_02962_,21.96
_00752_,21.94
_02243_,21.94
_04083_,21.94
_04259_,21.94
_01590_,21.93
_01992_,21.93
_02779_,21.92
_03619_,21.92
_03401_,21.91
_01863_,21.88
_02382_,21.88
_02602_,21.88
_01518_,21.875
_05046_,21.86
_02806_,21.84
_03858_,21.84
_00009_,21.82
_03090_,21.82
_00177_,21.78
_01927_,21.78
_02292_,21.78
_02444_,21.78
_03784_,21.78
_04173_,21.78
_05037_,21.78
_00773_,21.76
_02362_,21.76
_02804_,21.76
_03174_,21.76
_04130_,21.76
_04226_,21.76
_00939_,21.74
_01656_,21.74
_03901_,21.71
_00826_,21.7
_01646_,21.7
_02743_,21.7
_03352_,21.7
_03740_,21.7
_05465_,21.7
_00636_,21.66
_03272_,21.66
_05251_,21.66
_05466_,21.66
_00521_,21.64
_00534_,21.64
_01464_,21.64
_01616_,21.64
_03762_,21.64
_02132_,21.63
_01283_,21.62
_04035_,21.62
_00342_,21.6
_00845_,21.6
_03502_,21.6
_04059_,21.6
_05525_,21.595
_04037_,21.59
net173,21.59
_02842_,21.57
_02611_,21.56
_00141_,21.54
_00903_,21.54
_00953_,21.54
_01101_,21.54
_01821_,21.54
_02802_,21.54
_03200_,21.54
_03314_,21.54
_03830_,21.54
_04910_,21.54
_04097_,21.52
_04310_,21.5
_02638_,21.48
_00079_,21.46
_00160_,21.46
_02546_,21.46
net264,21.46
_03816_,21.44
_02847_,21.42
_03819_,21.4
_05377_,21.4
_05128_,21.39
_02957_,21.38
_05256_,21.38
_02757_,21.36
_00429_,21.34
_00897_,21.34
_03563_,21.34
_00099_,21.32
_01549_,21.32
_04038_,21.32
_05181_,21.32
_01790_,21.3
_01227_,21.28
_01820_,21.26
_01829_,21.26
_01892_,21.26
_02307_,21.26
_03039_,21.26
_04869_,21.26
_02755_,21.25
_03705_,21.24
_03036_,21.22
_04741_,21.22
_03109_,21.205
_01033_,21.2
